   56   63    71 *****  bnd    0  1.0E+00  3.4E+01  6.349E-02  4.926E+02
   57   64    36 *****  bnd    0  1.0E+00  2.7E+01  6.527E-02  4.764E+02
   58   65    63 *****  bnd    0  1.0E+00  6.4E+01  7.106E-02  4.521E+02
   59   66    46 *****  bnd    0  1.0E+00  3.1E+01  7.959E-02  4.397E+02
   60   67    50 *****  bnd    0  1.0E+00  1.6E+01  7.028E-02  4.293E+02
   61   68    50 *****  bnd    0  1.0E+00  6.6E+01  7.448E-02  4.048E+02
   62   69    50 *****  bnd    0  1.0E+00  3.1E+01  6.833E-02  3.954E+02
   63   70    44 *****  bnd    0  1.0E+00  1.3E+01  6.239E-02  3.857E+02
   64   71    61 *****  bnd    0  1.0E+00  4.4E+01  5.911E-02  3.679E+02
   65   72    66 *****  bnd    0  1.0E+00  2.3E+01  5.158E-02  3.594E+02
   66   73    50 *****  bnd    0  1.0E+00  6.2E+01  6.201E-02  3.447E+02
   67   74    57 *****  bnd    0  1.0E+00  2.3E+01  4.796E-02  3.338E+02
   68   75    26 *****  bnd    0  1.0E+00  1.1E+01  4.434E-02  3.264E+02
   69   76    25 *****  bnd    0  1.0E+00  2.7E+01  4.842E-02  3.150E+02
   70   77    58 *****  bnd    0  1.0E+00  3.3E+01  6.437E-02  3.073E+02
   71   78    20 *****  bnd    0  1.0E+00  1.8E+01  6.366E-02  2.987E+02
   72   79    34 *****  bnd    0  1.0E+00  3.9E+01  5.757E-02  2.885E+02
   73   80    33 *****  bnd    0  1.0E+00  2.8E+01  4.995E-02  2.819E+02
   74   81    34 *****  bnd    0  1.0E+00  6.3E+01  8.021E-02  2.711E+02
   75   82    29 *****  bnd    0  1.0E+00  2.7E+01  5.161E-02  2.630E+02
   76   83    19 *****  bnd    0  1.0E+00  1.5E+01  5.165E-02  2.573E+02
   77   84    34 *****  bnd    0  1.0E+00  3.1E+01  4.760E-02  2.487E+02
   78   85    32 *****  bnd    0  1.0E+00  2.9E+01  5.089E-02  2.429E+02
   79   86    25 *****  bnd    0  1.0E+00  1.5E+01  4.725E-02  2.371E+02
   80   87    49 *****  bnd    0  1.0E+00  3.3E+01  4.697E-02  2.296E+02
   81   88    56 *****  bnd    0  1.0E+00  3.2E+01  3.728E-02  2.245E+02
   82   89    30 *****  bnd    0  1.0E+00  3.6E+01  3.572E-02  2.177E+02
   83   90    45 *****  bnd    0  1.0E+00  5.3E+01  4.993E-02  2.101E+02
   84   91    42 *****  bnd    0  1.0E+00  4.0E+01  3.699E-02  2.049E+02
   85   92    43 *****  bnd    0  1.0E+00  8.5E+00  3.597E-02  2.013E+02
   86   93    60 *****  bnd    0  1.0E+00  2.3E+01  4.712E-02  1.947E+02
   87   94    37 *****  bnd    0  1.0E+00  2.1E+01  4.814E-02  1.907E+02
   88   95    32 *****  bnd    0  1.0E+00  2.6E+01  4.933E-02  1.857E+02
   89   96    58 *****  bnd    0  1.0E+00  3.7E+01  4.034E-02  1.803E+02
   90   97    30 *****  bnd    0  1.0E+00  3.4E+01  3.856E-02  1.761E+02
   91   98    29 *****  bnd    0  1.0E+00  1.5E+01  3.208E-02  1.726E+02
   92   99    49 *****  bnd    0  1.0E+00  3.2E+01  2.708E-02  1.665E+02
   93  100    42 *****  bnd    0  1.0E+00  3.3E+01  3.493E-02  1.628E+02
   94  101    14 *****  bnd    0  1.0E+00  1.8E+01  2.195E-02  1.591E+02
   95  102    33 *****  bnd    0  1.0E+00  2.2E+01  1.983E-02  1.557E+02
   96  103    43 *****  bnd    0  1.0E+00  1.8E+01  2.325E-02  1.530E+02
   97  104    27 *****  bnd    0  1.0E+00  3.4E+01  2.585E-02  1.497E+02
   98  105    28 *****  bnd    0  1.0E+00  1.4E+01  2.540E-02  1.462E+02
   99  106    41 *****  bnd    0  1.0E+00  1.5E+01  2.436E-02  1.430E+02
  100  107    17 *****  bnd    0  1.0E+00  1.9E+01  2.302E-02  1.399E+02
  101  108    52 *****  bnd    0  1.0E+00  2.9E+01  3.216E-02  1.374E+02
  102  109    24 *****  bnd    0  1.0E+00  7.6E+00  2.913E-02  1.348E+02

STOP: TOTrch
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220E-16
 N =  752400    M =  10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     2.277E+02  4.194E+08
    1    8     1 *****  ---    6  4.8E-01  5.5E+03  1.616E+02  3.071E+08
RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220E-16
 N =  752400    M =  10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     2.220E+02  4.229E+08
RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220E-16
 N =  752400    M =  10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220E-16
 N =  752400    M =  10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     2.155E+02  4.051E+08
    1    8     1 *****  ---    6  5.0E-01  5.5E+03  1.510E+02  2.974E+08
    2    9  7520 *****  bnd    0  1.0E+00  2.4E+04  3.886E+01  7.449E+07
    3   10  3823 *****  bnd    0  1.0E+00  4.9E+03  2.845E+01  5.688E+07
    4   11  3160 *****  bnd    0  1.0E+00  1.0E+04  2.717E+01  3.453E+07
    5   13  4305 *****  bnd    1  4.7E-01  2.4E+03  1.967E+01  3.126E+07
    6   14  4949 *****  bnd    0  1.0E+00  1.4E+03  8.082E+00  2.950E+07
    7   15  1250 *****  bnd    0  1.0E+00  2.5E+03  5.944E+00  2.716E+07
    8   16  3007 *****  bnd    0  1.0E+00  1.3E+03  1.463E+01  2.659E+07
    9   17  2045 *****  bnd    0  1.0E+00  3.5E+02  4.552E+00  2.654E+07
   10   18  3344 *****  bnd    0  1.0E+00  3.7E+02  1.380E+00  2.649E+07
   11   19  2003 *****  bnd    0  1.0E+00  3.8E+02  1.753E+00  2.639E+07
   12   20  6756 *****  bnd    0  1.0E+00  5.0E+02  2.630E+00  2.629E+07
   13   22  7041 *****  bnd    1  3.5E-01  1.4E+02  1.139E+00  2.627E+07
   14   23 13057 *****  bnd    0  1.0E+00  7.3E+01  3.898E-01  2.625E+07
   15   24  7240 *****  bnd    0  1.0E+00  9.0E+01  4.936E-01  2.625E+07
   16   58  2743 *****  ---   13  1.5E-11  1.8E-10  4.936E-01  2.625E+07

CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH             

 Warning:  more than 10 function and gradient
   evaluations in the last line search.  Termination
   may possibly be caused by a bad search direction.

 Total User time 5.287E+02 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220E-16
 N =  752400    M =  10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     2.289E+02  4.067E+08
RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220E-16
 N =  752400    M =  10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     2.111E+02  4.030E+08
    1    8     1 *****  ---    6  5.1E-01  5.5E+03  1.519E+02  2.979E+08
    2    9  1498 *****  bnd    0  1.0E+00  2.5E+04  4.432E+01  7.968E+07
    3   10  1224 *****  bnd    0  1.0E+00  6.4E+03  4.032E+01  6.115E+07
  0  1.0E+00  2.3E+01  4.796E-02  3.338E+02
   68   75    26 *****  bnd    0  1.0E+00  1.1E+01  4.434E-02  3.264E+02
   69   76    25 *****  bnd    0  1.0E+00  2.7E+01  4.842E-02  3.150E+02
   70   77    58 *****  bnd    0  1.0E+00  3.3E+01  6.437E-02  3.073E+02
   71   78    20 *****  bnd    0  1.0E+00  1.8E+01  6.366E-02  2.987E+02
   72   79    34 *****  bnd    0  1.0E+00  3.9E+01  5.757E-02  2.885E+02
   73   80    33 *****  bnd    0  1.0E+00  2.8E+01  4.995E-02  2.819E+02
   74   81    34 *****  bnd    0  1.0E+00  6.3E+01  8.021E-02  2.711E+02
   75   82    29 *****  bnd    0  1.0E+00  2.7E+01  5.161E-02  2.630E+02
   76   83    19 *****  bnd    0  1.0E+00  1.5E+01  5.165E-02  2.573E+02
   77   84    34 *****  bnd    0  1.0E+00  3.1E+01  4.760E-02  2.487E+02
   78   85    32 *****  bnd    0  1.0E+00  2.9E+01  5.089E-02  2.429E+02
   79   86    25 *****  bnd    0  1.0E+00  1.5E+01  4.725E-02  2.371E+02
   80   87    49 *****  bnd    0  1.0E+00  3.3E+01  4.697E-02  2.296E+02
   81   88    56 *****  bnd    0  1.0E+00  3.2E+01  3.728E-02  2.245E+02
   82   89    30 *****  bnd    0  1.0E+00  3.6E+01  3.572E-02  2.177E+02
   83   90    45 *****  bnd    0  1.0E+00  5.3E+01  4.993E-02  2.101E+02
   84   91    42 *****  bnd    0  1.0E+00  4.0E+01  3.699E-02  2.049E+02
   85   92    43 *****  bnd    0  1.0E+00  8.5E+00  3.597E-02  2.013E+02
   86   93    60 *****  bnd    0  1.0E+00  2.3E+01  4.712E-02  1.947E+02
   87   94    37 *****  bnd    0  1.0E+00  2.1E+01  4.814E-02  1.907E+02
   88   95    32 *****  bnd    0  1.0E+00  2.6E+01  4.933E-02  1.857E+02
   89   96    58 *****  bnd    0  1.0E+00  3.7E+01  4.034E-02  1.803E+02
   90   97    30 *****  bnd    0  1.0E+00  3.4E+01  3.856E-02  1.761E+02
   91   98    29 *****  bnd    0  1.0E+00  1.5E+01  3.208E-02  1.726E+02
   92   99    49 *****  bnd    0  1.0E+00  3.2E+01  2.708E-02  1.665E+02
   93  100    42 *****  bnd    0  1.0E+00  3.3E+01  3.493E-02  1.628E+02
   94  101    14 *****  bnd    0  1.0E+00  1.8E+01  2.195E-02  1.591E+02
   95  102    33 *****  bnd    0  1.0E+00  2.2E+01  1.983E-02  1.557E+02
   96  103    43 *****  bnd    0  1.0E+00  1.8E+01  2.325E-02  1.530E+02
   97  104    27 *****  bnd    0  1.0E+00  3.4E+01  2.585E-02  1.497E+02
   98  105    28 *****  bnd    0  1.0E+00  1.4E+01  2.540E-02  1.462E+02
   99  106    41 *****  bnd    0  1.0E+00  1.5E+01  2.436E-02  1.430E+02
  100  107    17 *****  bnd    0  1.0E+00  1.9E+01  2.302E-02  1.399E+02
  101  108    52 *****  bnd    0  1.0E+00  2.9E+01  3.216E-02  1.374E+02
  102  109    24 *****  bnd    0  1.0E+00  7.6E+00  2.913E-02  1.348E+02

STOP: TOTAL NO. of ITERATIONS EXCEEDS LIMIT                 

 Total User time 3.434E+01 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220E-16
 N =  262144    M =  10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     2.081E+01  1.176E+07
    1    7 32823 *****  ---    5  6.9E-01  1.4E+03  1.380E+01  7.120E+06
    2    8 36982 *****  bnd    0  1.0E+00  3.3E+03  6.365E+00  1.820E+06
    3    9  1450 *****  bnd    0  1.0E+00  1.4E+03  4.092E+00  9.938E+05
    4   10   586 *****  bnd    0  1.0E+00  1.5E+03  2.611E+00  5.395E+05
    5   11   194 *****  bnd    0  1.0E+00  8.1E+02  1.624E+00  3.555E+05
    6   12   136 *****  bnd    0  1.0E+00  6.8E+02  1.096E+00  2.550E+05
    7   13   149 *****  bnd    0  1.0E+00  9.5E+02  1.057E+00  1.681E+05
    8   14    48 *****  bnd    0  1.0E+00  7.5E+02  1.090E+00  1.269E+05
    9   15   103 *****  bnd    0  1.0E+00  2.3E+02  7.612E-01  1.003E+05
   10   16   180 *****  bnd    0  1.0E+00  3.5E+02  4.966E-01  7.944E+04
   11   17    55 *****  bnd    0  1.0E+00  3.5E+02  4.905E-01  6.417E+04
   12   18    83 *****  bnd    0  1.0E+00  6.7E+02  1.820E+00  5.855E+04
   13   19    39 *****  bnd    0  1.0E+00  1.2E+02  3.308E-01  4.247E+04
   14   20   169 *****  bnd    0  1.0E+00  1.0E+02  3.042E-01  3.832E+04
   15   21   159 *****  bnd    0  1.0E+00  2.4E+02  3.070E-01  3.232E+04
   16   22    72 *****  bnd    0  1.0E+00  3.5E+02  5.614E-01  2.680E+04
   17   23    40 *****  bnd    0  1.0E+00  2.7E+02  2.634E-01  2.182E+04
   18   24    47 *****  bnd    0  1.0E+00  1.6E+02  2.057E-01  1.944E+04
   19   25    88 *****  bnd    0  1.0E+00  2.4E+02  2.481E-01  1.682E+04
   20   26    63 *****  bnd    0  1.0E+00  2.5E+02  4.126E-01  1.497E+04
   21   27    60 *****  bnd    0  1.0E+00  7.6E+01  2.557E-01  1.334E+04
   22   28   126 *****  bnd    0  1.0E+00  1.4E+02  2.296E-01  1.179E+04
   23   29    88 *****  bnd    0  1.0E+00  1.0E+02  1.908E-01  1.086E+04
   24   30   100 *****  bnd    0  1.0E+00  2.8E+02  3.772E-01  9.917E+03
   25   31    60 *****  bnd    0  1.0E+00  5.8E+01  2.234E-01  8.643E+03
   26   32    84 *****  bnd    0  1.0E+00  4.0E+01  1.580E-01  8.189E+03
   27   33    91 *****  bnd    0  1.0E+00  1.0E+02  1.253E-01  7.490E+03
   28   34    76 *****  bnd    0  1.0E+00  1.8E+02  3.427E-01  7.023E+03
   29   35    33 *****  bnd    0  1.0E+00  6.0E+01  1.301E-01  6.369E+03
   30   36    84 *****  bnd    0  1.0E+00  7.1E+01  1.237E-01  6.025E+03
   31   37    91 *****  bnd    0  1.0E+00  7.5E+01  1.160E-01  5.735E+03
   32   38    94 *****  bnd    0  1.0E+00  1.3E+02  1.335E-01  5.254E+03
   33   39    45 *****  bnd    0  1.0E+00  1.9E+02  1.652E-01  5.068E+03
   34   40    33 *****  bnd    0  1.0E+00  2.3E+01  1.095E-01  4.689E+03
   35   41    56 *****  bnd    0  1.0E+00  2.2E+01  8.265E-02  4.549E+03
   36   42    17 *****  bnd    0  1.0E+00  4.7E+01  9.756E-02  4.358E+03
   37   43    37 *****  bnd    0  1.0E+00  8.5E+01  1.086E-01  4.093E+03
   38   45    22 *****  bnd    1  4.9E-01  8.0E+01  1.064E-01  3.947E+03
   39   46   112 *****  bnd    0  1.0E+00  7.4E+01  9.224E-02  3.770E+03
   40   47    76 *****  bnd    0  1.0E+00  4.6E+01  8.235E-02  3.653E+03
   41   48    49 *****  bnd    0  1.0E+00  7.3E+01  9.511E-02  3.508E+03
   42   49    35 *****  bnd    0  1.0E+00  9.5E+01  1.438E-01  3.426E+03
   43   50    34 *****  bnd    0  1.0E+00  1.6E+01  1.034E-01  3.301E+03
   44   51    55 *****  bnd    0  1.0E+00  2.9E+01  8.185E-02  3.220E+03
   45   52    20 *****  bnd    0  1.0E+00  3.3E+01  7.530E-02  3.154E+03
   46   53    17 *****  bnd    0  1.0E+00  7.0E+01  9.505E-02  3.031E+03
   47   55    23 *****  bnd    1  3.9E-01  4.8E+01  7.889E-02  2.971E+03
   48   56   116 *****  bnd    0  1.0E+00  5.7E+01  8.056E-02  2.895E+03
   49   57    69 *****  bnd    0  1.0E+00  4.3E+01  7.126E-02  2.833E+03
   50   58    25 *****  bnd    0  1.0E+00  6.8E+01  8.320E-02  2.770E+03
   51   59    25 *****  bnd    0  1.0E+00  2.9E+01  7.379E-02  2.717E+03
   52   60    17 *****  bnd    0  1.0E+00  2.5E+01  6.872E-02  2.679E+03
   53   61    17 *****  bnd    0  1.0E+00  3.7E+01  5.171E-02  2.633E+03
   54   62    30 *****  bnd    0  1.0E+00  4.7E+01  5.777E-02  2.595E+03
   55   63    26 *****  bnd    0  1.0E+00  3.0E+01  4.904E-02  2.555E+03
   56   64    41 *****  bnd    0  1.0E+00  4.0E+01  5.452E-02  2.515E+03
   57   65    34 *****  bnd    0  1.0E+00  3.7E+01  5.828E-02  2.483E+03
   58   66    33 *****  bnd    0  1.0E+00  5.3E+01  5.809E-02  2.452E+03
   59   67    29 *****  bnd    0  1.0E+00  1.8E+01  5.114E-02  2.426E+03
   60   68    46 *****  bnd    0  1.0E+00  2.7E+01  4.959E-02  2.400E+03
   61   69    18 *****  bnd    0  1.0E+00  2.6E+01  4.913E-02  2.379E+03
   62   70    20 *****  bnd    0  1.0E+00  5.8E+01  6.029E-02  2.356E+03
   63   71    15 *****  bnd    0  1.0E+00  1.3E+01  5.008E-02  2.330E+03
   64   72    18 *****  bnd    0  1.0E+00  1.6E+01  5.154E-02  2.316E+03
   65   73    25 *****  bnd    0  1.0E+00  2.1E+01  5.045E-02  2.300E+03
   66   74    47 *****  bnd    0  1.0E+00  4.0E+01  5.201E-02  2.280E+03
   67   75    23 *****  bnd    0  1.0E+00  2.9E+01  5.641E-02  2.259E+03
   68   76    41 *****  bnd    0  1.0E+00  2.2E+01  4.808E-02  2.245E+03
   69   77    28 *****  bnd    0  1.0E+00  2.6E+01  4.288E-02  2.231E+03
   70   78    26 *****  bnd    0  1.0E+00  3.5E+01  4.551E-02  2.217E+03
   71   79    18 *****  bnd    0  1.0E+00  1.7E+01  4.447E-02  2.203E+03
   72   80    23 *****  bnd    0  1.0E+00  2.2E+01  3.285E-02  2.190E+03
   73   81    20 *****  bnd    0  1.0E+00  1.8E+01  3.292E-02  2.180E+03
   74   82    23 *****  bnd    0  1.0E+00  3.1E+01  5.280E-02  2.168E+03
   75   83    34 *****  bnd    0  1.0E+00  1.6E+01  5.272E-02  2.157E+03
   76   84    26 *****  bnd    0  1.0E+00  2.1E+01  4.772E-02  2.146E+03
   77   85    26 *****  bnd    0  1.0E+00  2.1E+01  4.011E-02  2.137E+03
   78   86    18 *****  bnd    0  1.0E+00  2.0E+01  3.439E-02  2.128E+03
   79   87    48 *****  bnd    0  1.0E+00  2.4E+01  3.572E-02  2.118E+03
   80   88    19 *****  bnd    0  1.0E+00  2.9E+01  2.920E-02  2.110E+03
   81   89    17 *****  bnd    0  1.0E+00  1.6E+01  3.012E-02  2.103E+03
   82   90    30 *****  bnd    0  1.0E+00  2.1E+01  3.500E-02  2.095E+03
   83   91    19 *****  bnd    0  1.0E+00  2.5E+01  3.435E-02  2.087E+03
   84   92    16 *****  bnd    0  1.0E+00  2.3E+01  3.793E-02  2.081E+03
   85   93    17 *****  bnd    0  1.0E+00  1.2E+01  3.068E-02  2.075E+03
   86   94    25 *****  bnd    0  1.0E+00  2.3E+01  2.317E-02  2.068E+03
   87   95    27 *****  bnd    0  1.0E+00  1.6E+01  2.595E-02  2.063E+03
   88   96    15 *****  bnd    0  1.0E+00  1.0E+01  2.205E-02  2.057E+03
   89   97    20 *****  bnd    0  1.0E+00  2.0E+01  2.269E-02  2.050E+03
   90   98    17 *****  bnd    0  1.0E+00  1.6E+01  1.799E-02  2.046E+03
   91   99    13 *****  bnd    0  1.0E+00  1.1E+01  1.885E-02  2.042E+03
   92  100    22 *****  bnd    0  1.0E+00  2.2E+01  1.950E-02  2.036E+03
   93  101    21 *****  bnd    0  1.0E+00  1.8E+01  1.900E-02  2.032E+03
   94  102    13 *****  bnd    0  1.0E+00  4.9E+00  1.577E-02  2.029E+03
   95  103    19 *****  bnd    0  1.0E+00  1.3E+01  1.833E-02  2.025E+03
   96  104    11 *****  bnd    0  1.0E+00  1.0E+01  1.649E-02  2.022E+03
   97  105     9 *****  bnd    0  1.0E+00  2.6E+01  2.535E-02  2.018E+03
   98  106    10 *****  bnd    0  1.0E+00  6.3E+00  1.770E-02  2.014E+03
   99  107    10 *****  bnd    0  1.0E+00  5.1E+00  1.899E-02  2.012E+03
  100  108    14 *****  bnd    0  1.0E+00  9.0E+00  1.867E-02  2.009E+03
  101  109     7 *****  bnd    0  1.0E+00  1.5E+01  1.939E-02  2.006E+03
  102  110     3 *****  bnd    0  1.0E+00  1.4E+01  2.066E-02  2.002E+03

STOP: TOTAL NO. of ITERATIONS EXCEEDS LIMIT                 

 Total User time 6.020E+01 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220E-16
 N =  262144    M =  10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     2.239E+01  1.250E+07
